Date,Price,Open,High,Low,Vol.,Change %
3-Mar-17,1527.40,"1,517.74","1,533.79","1,514.93",-,0.26%
2-Mar-17,1523.41,"1,525.18","1,527.20","1,518.89",-,-0.28%
1-Mar-17,1527.72,"1,511.20","1,529.76","1,511.09",-,0.84%
28-Feb-17,1514.95,"1,509.88","1,515.81","1,505.52",-,0.31%
27-Feb-17,1510.34,"1,508.81","1,512.67","1,503.60",-,0.26%
24-Feb-17,1506.42,"1,520.24","1,521.11","1,500.88",-,-0.97%
23-Feb-17,1521.23,"1,517.12","1,524.06","1,515.99",-,0.32%
22-Feb-17,1516.42,"1,515.06","1,519.65","1,507.71",-,0.07%
21-Feb-17,1515.43,"1,512.39","1,517.42","1,506.60",-,-0.17%
20-Feb-17,1517.96,"1,520.75","1,521.03","1,514.74",-,0.10%
17-Feb-17,1516.42,"1,519.25","1,521.53","1,507.89",-,-0.36%
16-Feb-17,1521.89,"1,518.04","1,522.72","1,515.48",-,0.53%
15-Feb-17,1513.93,"1,513.04","1,518.69","1,504.66",-,0.44%
14-Feb-17,1507.33,"1,513.41","1,516.28","1,505.97",-,-0.38%
13-Feb-17,1513.14,"1,510.75","1,516.06","1,509.79",-,0.58%
10-Feb-17,1504.46,"1,505.89","1,509.57","1,501.11",-,-0.21%
9-Feb-17,1507.57,"1,501.69","1,509.33","1,501.69",-,0.42%
8-Feb-17,1501.23,"1,494.99","1,501.49","1,491.50",-,0.48%
7-Feb-17,1494.10,"1,489.21","1,499.67","1,486.69",-,-0.22%
6-Feb-17,1497.39,"1,510.76","1,512.02","1,495.45",-,-1.12%
3-Feb-17,1514.33,"1,503.68","1,516.20","1,502.89",-,0.41%
2-Feb-17,1508.11,"1,507.09","1,514.77","1,502.98",-,0.11%
1-Feb-17,1506.45,"1,505.89","1,514.65","1,503.28",-,0.36%
31-Jan-17,1501.03,"1,496.83","1,507.46","1,496.36",-,0.39%
30-Jan-17,1495.17,"1,514.66","1,514.68","1,491.35",-,-1.18%
27-Jan-17,1513.06,"1,511.71","1,514.06","1,506.72",-,0.01%
26-Jan-17,1512.89,"1,521.36","1,527.39","1,510.24",-,-0.45%
25-Jan-17,1519.80,"1,506.43","1,521.50","1,506.25",-,1.18%
24-Jan-17,1502.12,"1,496.30","1,503.50","1,494.90",-,0.36%
23-Jan-17,1496.70,"1,497.98","1,499.49","1,490.86",-,-0.05%
20-Jan-17,1497.49,"1,491.90","1,499.10","1,487.02",-,0.82%
19-Jan-17,1485.37,"1,489.43","1,493.54","1,483.62",-,-0.84%
18-Jan-17,1497.94,"1,492.18","1,498.30","1,488.59",-,0.18%
17-Jan-17,1495.32,"1,489.66","1,501.26","1,484.66",-,0.66%
16-Jan-17,1485.56,"1,492.72","1,494.88","1,483.73",-,-0.99%
13-Jan-17,1500.41,"1,487.45","1,503.31","1,486.62",-,0.68%
12-Jan-17,1490.30,"1,496.52","1,499.86","1,484.11",-,1.11%
11-Jan-17,1473.99,"1,484.01","1,495.36","1,473.99",-,-0.92%
10-Jan-17,1487.65,"1,485.16","1,488.17","1,481.61",-,0.46%
9-Jan-17,1480.84,"1,481.78","1,485.73","1,473.90",-,-0.69%
6-Jan-17,1491.18,"1,492.13","1,492.56","1,484.27",-,-0.26%
5-Jan-17,1495.10,"1,484.94","1,495.82","1,478.36",-,1.27%
4-Jan-17,1476.38,"1,468.91","1,479.94","1,468.38",-,0.77%
3-Jan-17,1465.15,"1,467.23","1,477.01","1,464.78",-,-0.86%
2-Jan-17,1477.92,"1,468.02","1,477.92","1,465.22",-,0.46%
30-Dec-16,1471.08,"1,463.47","1,473.09","1,458.79",-,0.89%
29-Dec-16,1458.15,"1,457.15","1,459.40","1,450.02",-,0.55%
28-Dec-16,1450.15,"1,456.28","1,456.28","1,447.20",-,-0.31%
27-Dec-16,1454.68,"1,452.51","1,455.53","1,452.51",-,0.09%
26-Dec-16,1453.34,"1,453.34","1,453.34","1,453.34",-,0.00%
23-Dec-16,1453.34,"1,450.67","1,453.34","1,448.89",-,0.08%
22-Dec-16,1452.21,"1,452.63","1,454.20","1,448.74",-,0.00%
21-Dec-16,1452.18,"1,451.06","1,452.73","1,446.35",-,0.30%
20-Dec-16,1447.83,"1,443.61","1,450.71","1,442.01",-,-0.07%
19-Dec-16,1448.86,"1,452.90","1,453.73","1,444.70",-,-0.18%
16-Dec-16,1451.52,"1,446.55","1,454.26","1,443.46",-,0.62%
15-Dec-16,1442.51,"1,442.24","1,447.13","1,433.18",-,-1.39%
14-Dec-16,1462.80,"1,468.54","1,468.59","1,442.95",-,-0.38%
13-Dec-16,1468.32,"1,451.08","1,470.62","1,449.33",-,1.37%
12-Dec-16,1448.41,"1,449.33","1,453.64","1,445.60",-,0.26%
9-Dec-16,1444.72,"1,442.43","1,447.49","1,441.24",-,0.22%
8-Dec-16,1441.49,"1,445.27","1,456.13","1,438.35",-,-0.21%
7-Dec-16,1444.57,"1,423.60","1,445.09","1,422.83",-,1.39%
6-Dec-16,1424.70,"1,416.91","1,427.67","1,416.42",-,0.91%
5-Dec-16,1411.92,"1,392.75","1,419.27","1,387.51",-,1.18%
2-Dec-16,1395.45,"1,399.91","1,400.60","1,383.13",-,0.02%
1-Dec-16,1395.19,"1,401.87","1,402.12","1,389.68",-,-0.24%
30-Nov-16,1398.61,"1,394.81","1,407.13","1,392.95",-,0.27%
29-Nov-16,1394.80,"1,386.86","1,397.54","1,382.51",-,0.61%
28-Nov-16,1386.31,"1,405.73","1,406.83","1,384.18",-,-0.98%
25-Nov-16,1400.05,"1,394.29","1,400.72","1,392.20",-,0.58%
24-Nov-16,1392.03,"1,387.68","1,392.68","1,383.36",-,0.62%
23-Nov-16,1383.46,"1,395.19","1,399.04","1,378.32",-,-0.60%
22-Nov-16,1391.88,"1,391.87","1,404.78","1,391.86",-,-0.07%
21-Nov-16,1392.89,"1,388.01","1,396.11","1,380.06",-,0.76%
18-Nov-16,1382.41,"1,392.51","1,397.19","1,382.41",-,-1.32%
17-Nov-16,1400.85,"1,395.16","1,402.91","1,393.18",-,0.62%
16-Nov-16,1392.25,"1,405.94","1,408.33","1,390.98",-,-0.72%
15-Nov-16,1402.29,"1,406.00","1,411.75","1,396.94",-,0.35%
14-Nov-16,1397.39,"1,404.79","1,417.83","1,396.09",-,-1.04%
11-Nov-16,1412.03,"1,427.05","1,433.27","1,407.24",-,-0.61%
10-Nov-16,1420.69,"1,440.30","1,451.78","1,415.61",-,-0.92%
9-Nov-16,1433.94,"1,441.94","1,441.94","1,403.25",-,0.53%
8-Nov-16,1426.45,"1,423.01","1,428.05","1,417.81",-,0.47%
7-Nov-16,1419.78,"1,411.53","1,421.84","1,411.53",-,0.74%
4-Nov-16,1409.36,"1,411.82","1,412.32","1,401.51",-,-0.53%
3-Nov-16,1416.93,"1,418.62","1,426.14","1,416.30",-,-0.26%
2-Nov-16,1420.64,"1,425.50","1,429.51","1,416.47",-,-0.51%
1-Nov-16,1427.87,"1,442.35","1,442.93","1,427.08",-,-0.30%
31-Oct-16,1432.15,"1,436.27","1,436.63","1,426.60",-,-0.26%
28-Oct-16,1435.84,"1,430.50","1,444.01","1,423.69",-,-0.20%
27-Oct-16,1438.71,"1,433.56","1,443.74","1,428.92",-,0.07%
26-Oct-16,1437.76,"1,439.29","1,439.64","1,431.06",-,0.13%
25-Oct-16,1435.88,"1,445.69","1,449.83","1,434.81",-,-0.52%
24-Oct-16,1443.41,"1,448.17","1,455.11","1,442.12",-,0.12%
21-Oct-16,1441.72,"1,447.82","1,449.95","1,438.04",-,-0.51%
20-Oct-16,1449.18,"1,450.89","1,454.12","1,443.98",-,-0.14%
19-Oct-16,1451.15,"1,447.42","1,453.42","1,443.69",-,0.28%
18-Oct-16,1447.05,"1,440.79","1,451.60","1,440.56",-,1.32%
17-Oct-16,1428.19,"1,434.78","1,437.51","1,427.86",-,-0.86%
14-Oct-16,1440.61,"1,430.53","1,448.46","1,430.53",-,1.05%
13-Oct-16,1425.71,"1,428.10","1,430.32","1,417.08",-,-0.74%
12-Oct-16,1436.27,"1,446.73","1,449.66","1,435.26",-,-0.89%
11-Oct-16,1449.21,"1,462.23","1,465.97","1,443.72",-,-1.40%
10-Oct-16,1469.81,"1,460.13","1,471.15","1,453.86",-,0.55%
7-Oct-16,1461.76,"1,464.69","1,467.24","1,454.25",-,-0.80%
6-Oct-16,1473.61,"1,482.25","1,488.50","1,469.89",-,-0.67%
5-Oct-16,1483.59,"1,481.28","1,486.45","1,477.36",-,-0.14%
4-Oct-16,1485.69,"1,475.29","1,495.38","1,475.04",-,0.35%
3-Oct-16,1480.49,"1,477.85","1,485.51","1,476.97",-,-0.10%
30-Sep-16,1481.94,"1,477.91","1,484.69","1,446.35",-,0.14%
29-Sep-16,1479.88,"1,489.35","1,492.87","1,475.75",-,0.31%
28-Sep-16,1475.28,"1,469.20","1,481.10","1,468.64",-,0.85%
27-Sep-16,1462.85,"1,475.88","1,478.08","1,453.33",-,-0.58%
26-Sep-16,1471.35,"1,482.03","1,482.03","1,465.79",-,-1.14%
23-Sep-16,1488.39,"1,493.36","1,493.36","1,484.25",-,-0.89%
22-Sep-16,1501.77,"1,484.36","1,507.92","1,484.36",-,2.53%
21-Sep-16,1464.75,"1,471.48","1,475.96","1,463.97",-,0.17%
20-Sep-16,1462.33,"1,464.57","1,471.34","1,462.06",-,-0.19%
19-Sep-16,1465.10,"1,450.92","1,465.66","1,450.92",-,1.22%
16-Sep-16,1447.40,"1,469.91","1,470.49","1,443.42",-,-1.48%
15-Sep-16,1469.14,"1,457.01","1,471.17","1,456.30",-,0.52%
14-Sep-16,1461.53,"1,466.25","1,468.89","1,458.14",-,-0.06%
13-Sep-16,1462.36,"1,476.25","1,483.12","1,458.33",-,-0.84%
12-Sep-16,1474.68,"1,484.36","1,484.36","1,461.64",-,-0.87%
9-Sep-16,1487.55,"1,507.45","1,510.24","1,485.17",-,-1.64%
8-Sep-16,1512.37,"1,514.05","1,522.03","1,502.96",-,-0.06%
7-Sep-16,1513.23,"1,510.87","1,515.87","1,505.21",-,0.36%
6-Sep-16,1507.84,"1,506.00","1,510.32","1,501.09",-,0.45%
5-Sep-16,1501.04,"1,505.09","1,509.94","1,500.90",-,-0.10%
2-Sep-16,1502.61,"1,480.57","1,504.04","1,477.40",-,1.73%
1-Sep-16,1477.00,"1,476.05","1,485.69","1,472.86",-,0.47%
31-Aug-16,1470.06,"1,475.34","1,481.97","1,470.06",-,-0.48%
30-Aug-16,1477.11,"1,473.19","1,481.61","1,473.19",-,0.32%
29-Aug-16,1472.34,"1,474.99","1,476.41","1,466.78",-,-1.15%
26-Aug-16,1489.48,"1,483.92","1,498.85","1,477.12",-,0.50%
25-Aug-16,1482.01,"1,489.10","1,489.10","1,476.54",-,-0.54%
24-Aug-16,1490.05,"1,488.69","1,497.43","1,481.55",-,-0.27%
23-Aug-16,1494.15,"1,483.87","1,497.92","1,483.87",-,0.85%
22-Aug-16,1481.62,"1,476.07","1,489.49","1,472.25",-,0.08%
19-Aug-16,1480.45,"1,494.24","1,494.24","1,473.87",-,-0.83%
18-Aug-16,1492.83,"1,481.05","1,496.57","1,480.23",-,1.15%
17-Aug-16,1475.84,"1,488.20","1,492.18","1,472.71",-,-0.68%
16-Aug-16,1485.88,"1,489.78","1,497.97","1,483.34",-,-0.23%
15-Aug-16,1489.37,"1,485.74","1,492.53","1,485.17",-,0.18%
12-Aug-16,1486.63,"1,485.36","1,490.70","1,483.16",-,-0.19%
11-Aug-16,1489.42,"1,476.28","1,489.42","1,469.54",-,0.92%
10-Aug-16,1475.80,"1,477.61","1,480.77","1,470.04",-,0.26%
9-Aug-16,1472.02,"1,452.27","1,473.26","1,451.00",-,1.26%
8-Aug-16,1453.75,"1,454.88","1,461.49","1,451.87",-,0.08%
5-Aug-16,1452.52,"1,445.75","1,456.80","1,444.73",-,0.42%
4-Aug-16,1446.47,"1,436.64","1,448.00","1,436.44",-,0.38%
3-Aug-16,1441.01,"1,444.95","1,449.05","1,437.79",-,-0.40%
2-Aug-16,1446.76,"1,460.42","1,460.42","1,442.38",-,-0.88%
1-Aug-16,1459.65,"1,467.54","1,476.79","1,455.94",-,-0.70%
29-Jul-16,1469.94,"1,450.82","1,469.94","1,450.82",-,1.60%
28-Jul-16,1446.83,"1,461.01","1,467.98","1,446.61",-,-0.17%
27-Jul-16,1449.28,"1,443.91","1,460.00","1,443.91",-,0.44%
26-Jul-16,1442.88,"1,441.43","1,449.07","1,435.65",-,0.22%
25-Jul-16,1439.69,"1,439.84","1,450.72","1,435.98",-,0.07%
22-Jul-16,1438.64,"1,444.94","1,447.26","1,436.41",-,-0.23%
21-Jul-16,1441.91,"1,449.55","1,451.54","1,438.40",-,-0.17%
20-Jul-16,1444.37,"1,426.89","1,446.50","1,426.89",-,1.00%
19-Jul-16,1430.11,"1,441.73","1,442.39","1,427.30",-,-0.91%
18-Jul-16,1443.18,"1,439.40","1,449.48","1,434.79",-,0.15%
15-Jul-16,1440.95,"1,451.51","1,453.76","1,436.32",-,-0.46%
14-Jul-16,1447.57,"1,437.87","1,456.42","1,437.87",-,0.78%
13-Jul-16,1436.30,"1,435.76","1,443.57","1,429.61",-,0.18%
12-Jul-16,1433.77,"1,422.42","1,439.19","1,421.64",-,1.27%
11-Jul-16,1415.79,"1,400.12","1,417.63","1,392.63",-,1.66%
8-Jul-16,1392.65,"1,376.15","1,394.64","1,371.64",-,1.22%
7-Jul-16,1375.84,"1,365.77","1,388.64","1,365.77",-,1.05%
6-Jul-16,1361.48,"1,381.21","1,384.54","1,352.79",-,-2.02%
5-Jul-16,1389.55,"1,410.98","1,410.98","1,384.71",-,-1.84%
4-Jul-16,1415.55,"1,428.19","1,430.38","1,413.73",-,-0.64%
1-Jul-16,1424.63,"1,409.00","1,428.51","1,407.69",-,0.90%
30-Jun-16,1411.93,"1,393.68","1,411.93","1,381.58",-,1.12%
29-Jun-16,1396.35,"1,350.04","1,396.46","1,350.04",-,3.62%
28-Jun-16,1347.51,"1,317.85","1,362.07","1,317.85",-,3.20%
27-Jun-16,1305.76,"1,352.35","1,362.28","1,302.00",-,-5.09%
24-Jun-16,1375.84,"1,425.53","1,425.53","1,359.96",-,-8.77%
23-Jun-16,1508.10,"1,484.03","1,521.74","1,484.03",-,2.10%
22-Jun-16,1477.09,"1,469.11","1,487.86","1,467.39",-,0.47%
21-Jun-16,1470.12,"1,467.97","1,477.61","1,461.35",-,0.14%
20-Jun-16,1468.13,"1,422.41","1,471.51","1,421.03",-,4.42%
17-Jun-16,1406.04,"1,387.52","1,412.03","1,387.52",-,2.26%
16-Jun-16,1374.98,"1,396.28","1,396.28","1,361.31",-,-1.42%
15-Jun-16,1394.83,"1,381.13","1,402.46","1,381.13",-,1.21%
14-Jun-16,1378.21,"1,408.94","1,408.94","1,377.37",-,-2.71%
13-Jun-16,1416.63,"1,435.63","1,435.79","1,409.30",-,-1.76%
10-Jun-16,1442.02,"1,478.55","1,478.55","1,433.74",-,-2.65%
9-Jun-16,1481.23,"1,503.85","1,503.85","1,479.30",-,-1.57%
8-Jun-16,1504.90,"1,507.19","1,508.11","1,498.89",-,-0.10%
7-Jun-16,1506.42,"1,492.31","1,513.80","1,492.31",-,1.05%
6-Jun-16,1490.82,"1,479.00","1,494.11","1,479.00",-,0.65%
3-Jun-16,1481.23,"1,470.47","1,485.19","1,470.47",-,0.65%
2-Jun-16,1471.73,"1,474.54","1,481.61","1,468.24",-,-0.05%
1-Jun-16,1472.47,"1,478.11","1,480.84","1,466.32",-,-0.59%
31-May-16,1481.20,"1,493.94","1,496.44","1,478.02",-,-0.84%
30-May-16,1493.73,"1,488.87","1,494.11","1,488.76",-,0.20%
27-May-16,1490.71,"1,493.48","1,496.24","1,487.08",-,-0.27%
26-May-16,1494.79,"1,490.25","1,497.75","1,487.54",-,0.48%
25-May-16,1487.65,"1,479.64","1,490.37","1,477.46",-,1.20%
24-May-16,1470.08,"1,443.88","1,473.17","1,437.12",-,1.87%
23-May-16,1443.14,"1,454.38","1,456.47","1,441.45",-,-0.59%
20-May-16,1451.73,"1,433.97","1,454.47","1,433.97",-,1.29%
19-May-16,1433.21,"1,447.49","1,447.49","1,432.56",-,-1.81%
18-May-16,1459.64,"1,447.97","1,461.11","1,439.09",-,0.33%
17-May-16,1454.85,"1,461.75","1,472.39","1,448.91",-,0.03%
16-May-16,1454.47,"1,448.42","1,455.04","1,443.57",-,0.31%
13-May-16,1449.96,"1,439.43","1,452.85","1,435.40",-,-0.45%
12-May-16,1456.50,"1,457.62","1,475.80","1,449.76",-,-0.78%
11-May-16,1467.93,"1,468.23","1,469.92","1,456.55",-,-0.11%
10-May-16,1469.61,"1,456.52","1,475.93","1,456.52",-,0.89%
9-May-16,1456.63,"1,452.76","1,471.37","1,451.83",-,0.21%
6-May-16,1453.53,"1,456.05","1,456.05","1,437.96",-,-0.13%
5-May-16,1455.49,"1,463.42","1,466.79","1,453.22",-,-0.48%
4-May-16,1462.45,"1,480.87","1,482.51","1,461.39",-,-1.40%
3-May-16,1483.14,"1,514.86","1,514.86","1,481.19",-,-1.67%
2-May-16,1508.39,"1,503.53","1,510.65","1,498.70",-,0.45%
29-Apr-16,1501.57,"1,513.71","1,514.33","1,498.09",-,-0.98%
28-Apr-16,1516.38,"1,518.29","1,521.73","1,495.64",-,0.20%
27-Apr-16,1513.28,"1,510.44","1,516.82","1,505.63",-,0.32%
26-Apr-16,1508.39,"1,499.30","1,513.86","1,499.30",-,0.53%
25-Apr-16,1500.47,"1,506.41","1,508.02","1,493.98",-,-0.35%
22-Apr-16,1505.75,"1,517.75","1,517.75","1,502.49",-,-0.77%
21-Apr-16,1517.45,"1,522.50","1,526.94","1,510.57",-,-0.69%
20-Apr-16,1528.01,"1,523.84","1,528.23","1,516.85",-,0.12%
19-Apr-16,1526.19,"1,500.37","1,527.75","1,500.37",-,1.92%
18-Apr-16,1497.38,"1,478.03","1,498.46","1,466.75",-,0.68%
15-Apr-16,1487.21,"1,488.58","1,490.67","1,480.70",-,-0.03%
14-Apr-16,1487.73,"1,480.69","1,491.50","1,475.79",-,0.15%
13-Apr-16,1485.57,"1,460.42","1,486.70","1,458.32",-,1.74%
12-Apr-16,1460.17,"1,456.90","1,464.06","1,446.40",-,-0.02%
11-Apr-16,1460.49,"1,453.08","1,465.48","1,439.40",-,0.63%
8-Apr-16,1451.34,"1,428.97","1,452.28","1,427.84",-,1.40%
7-Apr-16,1431.27,"1,446.75","1,451.93","1,428.10",-,-0.68%
6-Apr-16,1441.04,"1,428.79","1,447.72","1,424.64",-,0.76%
5-Apr-16,1430.20,"1,457.58","1,458.34","1,426.24",-,-1.96%
4-Apr-16,1458.77,"1,452.05","1,466.92","1,446.65",-,0.73%
1-Apr-16,1448.14,"1,472.12","1,473.08","1,438.44",-,-1.77%
31-Mar-16,1474.19,"1,479.37","1,479.87","1,464.58",-,-0.75%
30-Mar-16,1485.36,"1,458.16","1,488.92","1,457.74",-,2.87%
29-Mar-16,1443.90,"1,439.14","1,458.18","1,436.99",-,0.13%
28-Mar-16,1441.98,"1,440.12","1,442.11","1,439.22",-,0.54%
25-Mar-16,1434.20,"1,434.20","1,434.20","1,434.20",-,0.00%
24-Mar-16,1434.20,"1,455.43","1,455.89","1,431.54",-,-1.60%
23-Mar-16,1457.52,"1,460.17","1,469.93","1,451.14",-,-0.54%
22-Mar-16,1465.46,"1,469.66","1,470.43","1,440.84",-,-0.46%
21-Mar-16,1472.20,"1,474.37","1,483.90","1,462.96",-,-0.54%
18-Mar-16,1480.20,"1,476.80","1,482.90","1,470.96",-,0.05%
17-Mar-16,1479.51,"1,469.43","1,482.75","1,456.88",-,2.10%
16-Mar-16,1449.01,"1,449.08","1,468.57","1,440.67",-,-0.28%
15-Mar-16,1453.15,"1,466.37","1,467.79","1,448.92",-,-1.09%
14-Mar-16,1469.16,"1,464.51","1,477.29","1,463.15",-,0.23%
11-Mar-16,1465.81,"1,442.66","1,469.87","1,442.66",-,2.74%
10-Mar-16,1426.72,"1,429.46","1,455.95","1,425.66",-,-0.51%
9-Mar-16,1434.03,"1,425.53","1,440.50","1,423.80",-,0.13%
8-Mar-16,1432.20,"1,443.72","1,444.70","1,423.07",-,-0.36%
7-Mar-16,1437.44,"1,441.44","1,443.56","1,423.05",-,-0.46%
4-Mar-16,1444.08,"1,425.62","1,446.32","1,424.45",-,1.40%
3-Mar-16,1424.13,"1,420.38","1,428.18","1,412.49",-,0.51%
2-Mar-16,1416.88,"1,412.54","1,423.46","1,405.52",-,0.44%
1-Mar-16,1410.68,"1,392.32","1,413.27","1,386.63",-,1.36%
29-Feb-16,1391.74,"1,392.28","1,393.55","1,370.63",-,0.16%
26-Feb-16,1389.51,"1,384.75","1,407.60","1,384.40",-,0.60%
25-Feb-16,1381.24,"1,352.98","1,384.54","1,352.23",-,2.07%
24-Feb-16,1353.26,"1,381.87","1,381.89","1,345.70",-,-2.35%
23-Feb-16,1385.83,"1,404.99","1,405.49","1,381.48",-,-1.31%
22-Feb-16,1404.29,"1,386.59","1,409.90","1,386.58",-,1.03%
19-Feb-16,1389.95,"1,400.36","1,404.44","1,380.88",-,-0.74%
18-Feb-16,1400.30,"1,406.44","1,416.06","1,395.04",-,-0.39%
17-Feb-16,1405.81,"1,372.68","1,407.51","1,371.38",-,2.55%
16-Feb-16,1370.89,"1,377.60","1,389.65","1,363.03",-,-0.43%
15-Feb-16,1376.79,"1,347.80","1,386.43","1,347.76",-,2.05%
12-Feb-16,1349.09,"1,320.43","1,352.05","1,319.59",-,2.08%
11-Feb-16,1321.56,"1,363.75","1,363.75","1,315.81",-,-2.44%
10-Feb-16,1354.68,"1,341.91","1,372.50","1,340.83",-,0.77%
9-Feb-16,1344.30,"1,351.44","1,359.30","1,328.12",-,-0.19%
8-Feb-16,1346.88,"1,395.69","1,401.80","1,346.88",-,-3.40%
5-Feb-16,1394.31,"1,409.56","1,419.83","1,392.23",-,-1.05%
4-Feb-16,1409.08,"1,398.95","1,421.36","1,397.07",-,0.96%
3-Feb-16,1395.62,"1,399.07","1,408.18","1,382.75",-,-0.18%
2-Feb-16,1398.16,"1,428.36","1,428.36","1,392.61",-,-2.06%
1-Feb-16,1427.52,"1,431.95","1,431.95","1,413.52",-,0.43%
29-Jan-16,1421.36,"1,403.02","1,424.61","1,403.02",-,1.10%
28-Jan-16,1405.83,"1,418.82","1,425.13","1,397.50",-,-0.93%
27-Jan-16,1419.04,"1,413.07","1,422.68","1,400.18",-,0.56%
26-Jan-16,1411.10,"1,392.38","1,413.21","1,372.14",-,1.03%
25-Jan-16,1396.76,"1,408.31","1,408.31","1,390.48",-,-0.34%
22-Jan-16,1401.49,"1,366.33","1,412.12","1,366.33",-,2.23%
21-Jan-16,1370.89,"1,346.68","1,371.56","1,344.00",-,1.86%
20-Jan-16,1345.81,"1,393.52","1,393.52","1,338.19",-,-3.54%
19-Jan-16,1395.23,"1,373.21","1,401.78","1,373.21",-,1.81%
18-Jan-16,1370.43,"1,377.74","1,391.74","1,367.51",-,-0.90%
15-Jan-16,1382.93,"1,413.53","1,414.97","1,378.35",-,-2.09%
14-Jan-16,1412.51,"1,429.55","1,429.55","1,395.39",-,-1.43%
13-Jan-16,1433.04,"1,426.67","1,447.62","1,426.67",-,0.42%
12-Jan-16,1427.06,"1,416.89","1,438.99","1,415.20",-,0.67%
11-Jan-16,1417.52,"1,419.96","1,435.08","1,416.06",-,-0.37%
8-Jan-16,1422.83,"1,444.86","1,454.93","1,421.25",-,-1.60%
7-Jan-16,1445.92,"1,458.87","1,458.87","1,414.59",-,-0.93%
6-Jan-16,1459.48,"1,474.43","1,474.43","1,448.76",-,-1.13%
5-Jan-16,1476.12,"1,488.56","1,493.57","1,464.56",-,-0.16%
4-Jan-16,1478.42,"1,516.74","1,516.74","1,468.88",-,-2.90%
1-Jan-16,1522.65,"1,522.65","1,522.65","1,522.65",-,-0.03%
31-Dec-15,1523.17,"1,539.70","1,539.70","1,521.79",-,-0.91%
30-Dec-15,1537.11,"1,549.20","1,550.26","1,537.11",-,-0.72%
29-Dec-15,1548.19,"1,535.70","1,551.26","1,535.70",-,0.96%
28-Dec-15,1533.47,"1,538.23","1,540.79","1,532.47",-,-0.37%
25-Dec-15,1539.13,"1,539.13","1,539.13","1,539.13",-,0.01%
24-Dec-15,1539.01,"1,536.04","1,539.52","1,534.97",-,0.60%
23-Dec-15,1529.77,"1,501.16","1,531.46","1,501.16",-,2.00%
22-Dec-15,1499.84,"1,494.84","1,504.63","1,489.35",-,0.43%
21-Dec-15,1493.45,"1,500.42","1,514.65","1,492.72",-,-0.46%
18-Dec-15,1500.34,"1,518.82","1,518.82","1,497.62",-,-0.80%
17-Dec-15,1512.37,"1,507.73","1,534.86","1,507.73",-,-0.08%
16-Dec-15,1513.54,"1,507.29","1,519.58","1,502.84",-,0.61%
15-Dec-15,1504.41,"1,479.74","1,510.80","1,479.74",-,1.99%
14-Dec-15,1475.09,"1,495.19","1,508.41","1,474.80",-,-1.60%
11-Dec-15,1499.14,"1,523.25","1,523.25","1,496.84",-,-1.58%
10-Dec-15,1523.18,"1,533.83","1,534.27","1,521.49",-,-0.83%
9-Dec-15,1535.94,"1,530.54","1,543.22","1,519.46",-,0.52%
8-Dec-15,1528.03,"1,550.82","1,550.82","1,522.30",-,-1.30%
7-Dec-15,1548.21,"1,552.14","1,561.56","1,547.04",-,0.12%
4-Dec-15,1546.28,"1,553.43","1,553.43","1,540.71",-,-0.21%
3-Dec-15,1549.46,"1,561.11","1,576.13","1,549.46",-,-0.65%
2-Dec-15,1559.65,"1,568.70","1,573.89","1,556.98",-,-0.35%
1-Dec-15,1565.09,"1,569.66","1,574.11","1,563.85",-,0.09%
30-Nov-15,1563.66,"1,558.87","1,568.54","1,552.90",-,0.10%
27-Nov-15,1562.11,"1,562.52","1,566.75","1,559.00",-,-0.45%
26-Nov-15,1569.13,"1,552.60","1,569.13","1,552.60",-,1.10%
25-Nov-15,1551.99,"1,540.89","1,557.09","1,540.77",-,1.01%
24-Nov-15,1536.49,"1,548.30","1,548.30","1,526.85",-,-0.99%
23-Nov-15,1551.90,"1,556.19","1,557.15","1,545.28",-,-0.86%
20-Nov-15,1565.31,"1,572.47","1,573.02","1,560.33",-,-0.40%
19-Nov-15,1571.67,"1,559.33","1,576.99","1,559.33",-,1.28%
18-Nov-15,1551.79,"1,553.82","1,554.77","1,544.65",-,-0.14%
17-Nov-15,1553.99,"1,518.93","1,553.99","1,518.65",-,1.89%
16-Nov-15,1525.21,"1,525.23","1,529.78","1,513.86",-,0.15%
13-Nov-15,1522.95,"1,537.37","1,538.03","1,516.59",-,-1.05%
12-Nov-15,1539.10,"1,562.31","1,562.31","1,538.67",-,-1.41%
11-Nov-15,1561.12,"1,556.77","1,569.02","1,555.95",-,0.96%
10-Nov-15,1546.29,"1,559.28","1,559.28","1,539.87",-,-0.40%
9-Nov-15,1552.47,"1,572.74","1,574.90","1,552.47",-,-1.06%
6-Nov-15,1569.16,"1,582.02","1,582.02","1,555.72",-,-0.86%
5-Nov-15,1582.81,"1,587.58","1,596.58","1,580.15",-,-0.43%
4-Nov-15,1589.58,"1,593.61","1,608.96","1,587.91",-,-0.30%
3-Nov-15,1594.41,"1,598.44","1,599.15","1,585.32",-,-0.29%
2-Nov-15,1599.01,"1,591.14","1,603.50","1,584.27",-,0.23%
30-Oct-15,1595.40,"1,589.40","1,595.40","1,585.15",-,0.70%
29-Oct-15,1584.34,"1,585.76","1,585.76","1,575.63",-,-1.01%
28-Oct-15,1600.56,"1,581.11","1,603.72","1,579.94",-,1.22%
27-Oct-15,1581.27,"1,597.51","1,597.51","1,579.82",-,-1.06%
26-Oct-15,1598.18,"1,602.65","1,602.65","1,594.34",-,-0.24%
